Time,Parking,SLAC-1,SLAC-2,VA-1,VA-2,
1.135,0.2709,-2.3800,2.6800,0.4650,0.7420,,,
1.140,0.1983,-2.3900,-2.6600,-1.8800,0.3170,,,
1.145,0.1217,-4.0700,-2.1700,-0.6640,-1.9400,,,
1.150,0.0412,-5.0900,-1.9000,-0.5450,-1.9400,,,
1.155,-0.0285,-4.2600,-4.8600,-1.8300,-1.9400,,,
1.160,-0.0844,-6.3900,-6.7300,-2.2000,-3.0000,,,
1.165,-0.1364,-7.8200,-6.6000,-2.3000,-3.1000,,,
1.170,-0.1865,-6.9300,-6.3900,-1.9700,-3.0700,,,
1.175,-0.2198,-9.3000,-8.2900,-2.4500,-1.7000,,,
1.180,-0.2434,-9.4700,-9.9200,-2.7400,-1.5600,,,
1.185,-0.2699,-5.5000,-10.9000,-2.4900,-2.8500,,,
1.190,-0.2866,-6.9300,-9.3700,-2.2700,-2.5800,,,
1.195,-0.2895,-8.5800,-8.9600,-2.3100,-2.2100,,,
1.200,-0.2876,-5.9100,-10.2000,-2.2500,-1.9300,,,
1.205,-0.2827,-4.1900,-8.6000,-2.1900,-1.7400,,,
1.210,-0.2728,-3.8300,-7.6000,-2.5700,-1.2700,,,
1.215,-0.2670,-4.9200,-7.9000,-1.9200,-1.1000,,,
1.220,-0.2660,-3.5900,-8.2200,-1.1500,-0.8800,,,
1.225,-0.2630,-1.4900,-7.5500,-1.1400,-0.1220,,,
1.230,-0.2640,-2.0400,-6.5100,-0.2920,-1.0000,,,
1.235,-0.2728,-2.5100,-6.1300,0.4350,-0.8350,,,
1.240,-0.2856,-1.6100,-5.1400,0.8500,-0.2620,,,
1.245,-0.2905,0.0293,-4.7300,0.6010,-0.7000,,,
1.250,-0.3033,0.9950,-4.9500,0.7290,-1.9000,,,
1.255,-0.3249,0.4580,-3.3600,1.8100,-2.0600,,,
1.260,-0.3376,0.3610,-1.8900,1.4200,-1.3500,,,
1.265,-0.3435,0.5450,-1.5000,1.3000,-2.3300,,,
1.270,-0.3474,1.2200,-0.6450,1.8800,-1.4100,,,
1.275,-0.3504,0.9420,0.3680,1.9600,-0.2820,,,
1.280,-0.3435,-0.9050,1.8400,2.2800,-0.1940,,,
1.285,-0.3288,-0.8250,2.7000,2.5000,0.3140,,,
1.290,-0.3101,-1.1600,2.4000,3.0700,0.8800,,,
1.295,-0.2876,-2.7500,2.9900,3.7700,2.1700,,,
1.300,-0.2620,-2.3500,3.6400,3.2400,2.7400,,,
1.305,-0.2257,-2.3300,3.6200,3.0400,3.0900,,,
1.310,-0.1904,-4.1100,4.8400,4.2500,3.9000,,,
1.315,-0.1629,-3.5400,3.3500,4.5700,3.9400,,,
1.320,-0.1256,-2.1300,0.5340,4.5400,4.4200,,,
1.325,-0.0873,-2.3300,1.0900,4.8500,5.5400,,,
1.330,-0.0481,-2.3200,0.8480,4.7500,5.1200,,,
1.335,0.0000,-1.0100,-0.5420,4.5200,5.2700,,,
1.340,0.0393,0.4260,-1.1500,4.2800,5.9300,,,
1.345,0.0658,0.4310,-1.5400,4.3000,5.2300,,,
1.350,0.0864,1.0000,-2.8600,3.5000,5.2600,,,
